search URL:,https://patents.google.com/?q=%28%22fast+switching%22%29&country=US&status=GRANT&type=PATENT&language=ENGLISH
id,title,assignee,inventor/author,priority date,filing/creation date,publication date,grant date,result link,representative figure link
US-8832844-B2,Fast switching for multimedia interface system having content protection ,"Parade Technologies, Ltd.","Qing Yu, Jieyang Xu, Ding Lu",2009-12-04,2010-12-02,2014-09-09,2014-09-09,https://patents.google.com/patent/US8832844B2/en,https://patentimages.storage.googleapis.com/0c/83/9f/060de5652605dc/US08832844-20140909-D00000.png
US-10129587-B2,Fast switching of synchronized media using time-stamp management ,Avago Technologies International Sales Pte. Limited,David Erickson,2012-11-06,2015-10-05,2018-11-13,2018-11-13,https://patents.google.com/patent/US10129587B2/en,https://patentimages.storage.googleapis.com/f3/ce/86/df74cb59ff4aa0/US10129587-20181113-D00000.png
US-8654632-B2,Method for fast switching traffic in H-VPLS ,"Hangzhou H3C Technologies Co., Ltd.",Neng YAN,2011-03-18,2012-03-15,2014-02-18,2014-02-18,https://patents.google.com/patent/US8654632B2/en,https://patentimages.storage.googleapis.com/9a/8b/fd/57c8eb200db3e7/US08654632-20140218-D00000.png
US-8774200-B2,Network with a fast-switching optical core providing widely varying flow-rate allocations ,Maged E. Beshai,Maged E. Beshai,2007-12-06,2011-10-29,2014-07-08,2014-07-08,https://patents.google.com/patent/US8774200B2/en,https://patentimages.storage.googleapis.com/dd/ee/ef/5cf86a5cc6996b/US08774200-20140708-D00000.png
US-7995702-B2,System and method of data interpolation in fast kVp switching dual energy CT ,General Electric Company,"Dan Xu, David Allen Langan, Xiaoye Wu",2009-08-25,2009-08-25,2011-08-09,2011-08-09,https://patents.google.com/patent/US7995702B2/en,https://patentimages.storage.googleapis.com/86/ab/26/680fbd6f827ba5/US07995702-20110809-D00000.png
US-7259440-B2,Fast switching diode with low leakage current ,Ixys Corporation,Ulrich Kelberlau,2004-03-30,2005-03-22,2007-08-21,2007-08-21,https://patents.google.com/patent/US7259440B2/en,https://patentimages.storage.googleapis.com/10/c8/2d/b151a250715935/US07259440-20070821-D00000.png
US-7844030-B2,System and method of fast switching for spectral imaging ,General Electric Company,"Colin R. Wilson, Antonio Caiafa, John Charles Hill, Samit Kumar Basu, Pierfrancesco Landolfi, Peter Michael Edic",2008-03-26,2008-11-04,2010-11-30,2010-11-30,https://patents.google.com/patent/US7844030B2/en,https://patentimages.storage.googleapis.com/2e/df/65/fdcca244917536/US07844030-20101130-D00000.png
US-9565487-B2,Network with a fast-switching optical core providing widely varying flow-rate allocations ,Maged E. Beshai,Maged E. Beshai,2006-12-12,2014-07-05,2017-02-07,2017-02-07,https://patents.google.com/patent/US9565487B2/en,https://patentimages.storage.googleapis.com/92/3f/29/83f8820b22ad20/US09565487-20170207-D00000.png
US-8796728-B2,Photonically-activated single-bias fast-switching integrated thyristor ,The Board Of Trustees Of The University Of Illinois,Sudip K. Mazumder,2010-10-25,2011-10-25,2014-08-05,2014-08-05,https://patents.google.com/patent/US8796728B2/en,https://patentimages.storage.googleapis.com/b0/bb/62/149294ce9194bd/US08796728-20140805-D00000.png
US-9685523-B2,Diode structures with controlled injection efficiency for fast switching ,Alpha And Omega Semiconductor Incorporated,"Madhur Bobde, Harsh Naik, Lingpeng Guan, Anup Bhalla, Sik Lui",2014-12-17,2014-12-17,2017-06-20,2017-06-20,https://patents.google.com/patent/US9685523B2/en,https://patentimages.storage.googleapis.com/7e/b9/fb/d36e7078d30304/US09685523-20170620-D00000.png
US-9160325-B2,Systems and methods for fast kilovolt switching in an X-ray system ,General Electric Company,Antonio Caiafa,2013-01-22,2013-01-22,2015-10-13,2015-10-13,https://patents.google.com/patent/US9160325B2/en,https://patentimages.storage.googleapis.com/6a/f3/fc/16ca53559d7312/US09160325-20151013-D00000.png
US-8664907-B2,Fast switching for power inverter ,"Tesla Motors, Inc.","Ryan Kroeze, Colin Campbell, Nicholas Robert Kalayjian",2011-01-31,2011-01-31,2014-03-04,2014-03-04,https://patents.google.com/patent/US8664907B2/en,https://patentimages.storage.googleapis.com/10/cb/fc/f14d5ee9ffe9cb/US08664907-20140304-D00000.png
US-8037497-B2,Fast channel switching method and apparatus for digital broadcast receiver ,"Samsung Electronics Co., Ltd","Jeong Wook Seo, Wei Jin Park, Young Jun Jung",2006-09-18,2007-09-12,2011-10-11,2011-10-11,https://patents.google.com/patent/US8037497B2/en,https://patentimages.storage.googleapis.com/b4/24/2b/1e5ceddbdc155a/US08037497-20111011-D00000.png
US-11349468-B2,Target voltage circuit for fast voltage switching ,"Qorvo Us, Inc.",Nadim Khlat,2020-07-24,2021-04-22,2022-05-31,2022-05-31,https://patents.google.com/patent/US11349468B2/en,https://patentimages.storage.googleapis.com/f2/26/b6/e85f41811a6ead/US11349468-20220531-D00000.png
US-10778206-B2,Biasing of radio frequency switches for fast switching ,Analog Devices Global Unlimited Company,"Turusan Kolcuoglu, Huseyin Kayahan, Yusuf Alperen Atesal",2018-03-20,2018-03-20,2020-09-15,2020-09-15,https://patents.google.com/patent/US10778206B2/en,https://patentimages.storage.googleapis.com/dc/26/d3/084c433e50bdc5/US10778206-20200915-D00000.png
US-8760898-B2,Fast switching for power inverter ,"Tesla Motors, Inc.","Ryan Kroeze, Colin Campbell, Nicholas Robert Kalayjian",2011-01-31,2011-01-31,2014-06-24,2014-06-24,https://patents.google.com/patent/US8760898B2/en,https://patentimages.storage.googleapis.com/a6/e3/40/7296f35eb74434/US08760898-20140624-D00000.png
US-9941383-B2,Fast switching IGBT with embedded emitter shorting contacts and method for making same ,Texas Instruments Incorporated,"Jacek Korec, John Manning Savidge Neilson, Sameer Pendharkar",2012-09-12,2016-05-31,2018-04-10,2018-04-10,https://patents.google.com/patent/US9941383B2/en,https://patentimages.storage.googleapis.com/90/a6/71/ffe28d600602fe/US09941383-20180410-D00000.png
